stock,window_size,n_lags,lambda,r2_insample_stage1,r2_oos_stage1,r2_insample_stage2,r2_oos_stage2,kappa,kappa_tstat,intercept,intercept_tstat,n_observations,n_windows,n_oos_predictions_stage2,avg_selection_rate
85645,231,1,0.003505898780188227,-0.001037193909793806,-0.0034541881435627975,0.0002703652401850887,-0.0007846376859941273,0.48208351118693743,1.2819585144936256,0.0007481659123466627,2.002692594680833,1642,1645,,0.0015137966274910576
75825,231,1,0.003505898780188227,0.015572018505456689,-0.00023790957958813586,0.000266623884653594,-0.0014146786320072824,0.18551632457167802,0.8111193032544559,0.0006468914310720329,1.281988429666615,1642,1645,,0.013218574348492591
87659,231,1,0.003505898780188227,-0.0001557933757598877,0.0015390721511927552,0.0030407572316376585,0.003283008714607516,0.6647114623012935,6.687990969721052,0.0003333729433148922,0.8911096074175584,1642,1645,,0.0015265712825753704
86223,231,1,0.003505898780188227,0.011555266905994371,-0.003480176583519068,0.0025331794064041846,-0.11975933835454966,0.35334583383547263,3.1537950994389967,0.0004832218159658746,1.2517899137479014,1642,1645,,0.007840444557996934
39642,231,1,0.003505898780188227,-0.0021289660145366544,-0.003530715508065496,-1.1111729314450258e-09,-0.0008392391256373255,0.5,,0.0006374185742609684,2.4002029676884975,1642,1645,,0.0
65541,231,1,0.003505898780188227,0.0018243370913856149,-0.0062765807992244405,-2.614529570621471e-08,-0.0026733935061196146,1.8999708852564332e-05,3.363639005776598e-05,0.0010025222412867302,2.534278670457396,1642,1645,,0.004084695963208994
89016,231,1,0.003505898780188227,0.014570498490627411,-0.0026825809182835503,-9.590375160684061e-10,-0.0008121561174312397,1.4736958553959192e-06,5.333153051778727e-06,0.00017793052986094809,0.3795270385988849,1642,1645,,0.01134070005109862
89437,231,1,0.003505898780188227,-0.0037442087401162857,-0.0028009148008862894,-5.209455089527637e-11,-0.0008413058814349395,0.5,,0.0004509457750799771,2.513819657426623,1642,1645,,0.0
77691,231,1,0.003505898780188227,-0.0024332549465425654,-0.00013898298257286612,0.0004408518429298569,-0.017567239974455973,0.7353812811502964,3.2177727630440285,-0.00015346429484839485,-0.41256168483156325,1642,1645,,0.0007473173224322942
82298,231,1,0.003505898780188227,0.03717906938142514,-0.0070385823357164146,-1.1528555887707626e-11,-0.0038486610819468137,3.321918274550194e-09,2.1500173730384992e-08,-0.0006253199268780132,-1.0375735117229823,1642,1645,,0.0253513030148186
79909,231,1,0.003505898780188227,0.06971739900739823,-0.02068589653557651,0.0006078113704750532,-0.002774625959861554,0.08947370020559689,1.098646593560552,0.0007498608473172918,1.1093202646523548,1642,1645,,0.05233456821665815
78077,231,1,0.003505898780188227,0.03962123035684093,-0.012425629545576022,-9.776952580864418e-10,-0.004236028413421078,2.7851612542827077e-07,2.151814931041322e-06,0.00101073186985277,1.7519985058020942,1642,1645,,0.03322687787429739
50702,231,1,0.003505898780188227,0.025726814119331018,-0.01645508219876657,4.654499288581082e-05,-0.012963838891539403,0.03572939926922871,0.2864068680627891,0.00023366041719146763,0.4627508564170148,1642,1645,,0.018778742973939704
89766,231,1,0.003505898780188227,-0.002242528188778066,-0.0030125986955245043,-2.3839890062049562e-09,-0.00013515039632450154,0.5,,0.0004687243978552789,2.15744998693456,1642,1645,,0.0
59408,231,1,0.003505898780188227,0.0328732141194615,-0.019992843205383082,3.5221991316114476e-05,-0.009644170233992444,0.025986509576129392,0.24552349986516864,0.0006527497287344463,1.2053381632910545,1642,1645,,0.025086228921819113
87445,231,1,0.003505898780188227,0.008531476844376103,-0.00875106409464621,-1.103095392807063e-10,-0.0020527456499201957,2.852937314040964e-08,9.505452454647041e-08,0.000738790371724549,2.0149168742954378,1642,1645,,0.005556974961676035
89139,231,1,0.003505898780188227,0.2057723519346202,-0.08486634664872716,-2.2210611128059554e-09,-0.00013289620839462835,6.754240743175486e-07,1.1460307727814929e-05,-0.0006629847661175359,-0.5645233136761513,1642,1645,,0.17212570260602963
35991,231,1,0.003505898780188227,0.018398346936864277,-0.006470981124850672,-1.3795631303992195e-11,-0.00393845293942463,3.0499650693809944e-09,1.0134067676196678e-08,0.0008713589274831439,1.6603065844776896,1642,1645,,0.015422202350536535
10874,231,1,0.003505898780188227,0.05334829104986136,-0.029641912444280383,-5.2169690789583e-10,-0.00018382498698543692,2.465975788790506e-07,2.1699453041683916e-06,0.0010267696521855175,1.814304562480519,1642,1645,,0.03797266223811957
64929,231,1,0.003505898780188227,0.03165677883206651,-0.016560810377284296,-7.049694161764819e-11,-0.005426724865796206,1.8558398177339252e-08,1.329972802286165e-07,0.0010249713589394515,1.9646483648866888,1642,1645,,0.023585206949412366
37284,231,1,0.003505898780188227,0.037053480386147676,-0.012501963857272758,0.000978531653029524,-0.006251841232072897,0.18652029540297074,1.5565670985234343,0.001350653604251807,2.240243437489018,1642,1645,,0.029784108329075114
80008,231,1,0.003505898780188227,-0.004381123584530619,-0.002664230010930302,-8.847589327842798e-12,-0.007213401425453236,1.7593051179288013e-08,3.3053843383818808e-09,0.0004504229128579974,1.6316167606481695,1642,1645,,0.0003960143076136944
46340,231,1,0.003505898780188227,0.022665612185701497,-0.009733817766692132,-8.607115020708989e-12,-2.3286941988054366e-06,3.4501651783982784e-09,1.8936460057456848e-08,-2.137842778817793e-05,-0.04338235920335826,1642,1645,,0.014636561062851303
88873,231,1,0.003505898780188227,0.0011988066924290728,-0.004689077585691814,3.225683865681894e-05,-0.0012953395516563937,0.1454866447213235,0.26881718280255923,0.0009691841932657404,2.4515405061306783,1642,1645,,0.0015776699029126213
62391,231,1,0.003505898780188227,0.03140761858974513,-0.008684055774448751,0.0008986718036938512,-0.1217596789148967,0.13890148491433835,1.410118382056247,-0.0002651694265759692,-0.45354583380891356,1642,1645,,0.025661088400613184
90685,231,1,0.003505898780188227,-0.0018097881272428433,-0.000712821002931685,-1.1853002801487378e-08,-8.865766083854254e-05,0.5,,0.00013923538787346894,0.7486036481188597,1642,1645,,0.0
78170,231,1,0.003505898780188227,0.13244114374718707,-0.06570511734363005,0.0010282311482330275,-0.000648347576350794,0.07968830079149644,1.408306478008304,-4.769568712614853e-05,-0.05016363269781471,1642,1645,,0.0967073326520184
