stock,window_size,n_lags,lambda,r2_insample_stage1,r2_oos_stage1,r2_insample_stage2,r2_oos_stage2,kappa,kappa_tstat,intercept,intercept_tstat,n_observations,n_windows,n_oos_predictions_stage2,avg_selection_rate,eff_lambda,stock_vol
29647,231,1,0.0019237970748973148,0.010551941223467079,0.00046456696194407954,5.214689045240917e-06,-0.0014942428839652688,0.03000505245443065,0.09539593612846682,0.0003891091267544109,1.716886821031016,1642,1645,,0.0055250383239652525,0.0019237970748973148,0.009602801142164037
62068,231,1,0.0022109436783858292,0.00896494081494138,-0.010283563492110792,-2.14887541094555e-08,-4.035604048313601e-05,3.0932690318662484e-06,1.1038870860815064e-05,0.00047673918345771295,1.8212787774878791,1642,1645,,0.009868421052631578,0.0022109436783858292,0.011036118495604347
81044,231,1,0.0038574539582521368,0.005552294842569351,-0.004126333899426404,-8.742340185108333e-12,-0.005849030253428866,1.4092632956796513e-09,3.383747836674499e-09,-6.375380865329107e-05,-0.13921502503166033,1642,1645,,0.0047170413898824735,0.0038574539582521368,0.019254818379493582
93094,231,1,0.004456044770131709,0.003978476953945555,-0.0015406585321287025,-1.822009210172837e-11,-0.0017916393210763992,4.886934284502255e-09,9.5302342483612e-09,-0.0005526624009750369,-1.0053550311784638,1642,1645,,0.004097470618293306,0.004456044770131709,0.02224273670363017
79235,231,1,0.0026477190123447335,0.010057077001475285,-0.003767909487092602,-6.069683200493614e-09,-0.008239634693717246,3.4220854423527326e-06,9.565365804434021e-06,0.0004884552089192084,1.612261982935094,1642,1645,,0.0062148696985181405,0.0026477190123447335,0.013216320727190296
35124,231,1,0.004177820181133933,0.03163281730654374,-0.03009033271131778,-4.430647848607805e-09,-0.00013471888465343973,3.5035500021236756e-07,3.5003995349814022e-06,0.0007456953077395299,1.4072172776995486,1642,1645,,0.011066044966785897,0.004177820181133933,0.020853954364854356
88281,231,1,0.0034408396165122373,0.01199247402772187,-0.007899731934215115,3.530031059051364e-05,-0.0005125592498738119,0.07112698983080465,0.25969097606178043,0.0007794066318331106,1.8689868666366378,1642,1645,,0.006923863055697497,0.0034408396165122373,0.01717525150162245
18956,231,1,0.0018031183508078839,0.007645223705793361,-0.011969078983600667,-7.988865124985978e-10,-0.005471788728887761,7.95681274606819e-08,2.850574801291588e-07,0.0005316075563670515,2.538339722637557,1642,1645,,0.008175779253960142,0.0018031183508078839,0.009000422749639067
91707,231,1,0.00529371519958862,0.01802050451020515,-0.0216799961187486,-1.1064390292858661e-08,-0.003219212494651069,1.031987367686334e-06,6.690781267419416e-06,-0.00033485679463625146,-0.49239464890810514,1642,1645,,0.011394992335206949,0.00529371519958862,0.026424041822401715
23931,231,1,0.0019611834910881975,0.0010451469928103433,-0.002664861943277197,-2.9056845818331567e-10,-2.6716473939591978e-05,5.548127997495383e-07,4.950699741460588e-07,0.0006063863497870644,2.5012042981928735,1642,1645,,0.0020215891670924886,0.0019611834910881975,0.009789418704267562
78059,231,1,0.0012963700346384117,0.003947966422710763,-0.0033459136741673667,4.459182139093798e-05,-0.001616876519901611,0.09382282646395698,0.29859577311985025,0.00030833937001694436,1.9801480636937878,1642,1645,,0.006997317322432295,0.0012963700346384117,0.006470944265240367
91567,231,1,0.001856195139479737,0.010344783589594352,-0.0123659212212468,-2.064149962066608e-09,-0.009662105182117076,2.562754512343236e-07,1.3543188241513713e-06,0.0003598299816156773,1.671579380823405,1642,1645,,0.006090316811446091,0.001856195139479737,0.009265360176528374
52936,231,1,0.002610512759817031,0.013628845498970385,0.0024932458712383365,0.00011346505821918651,-0.0003099615587969229,0.09128743843953892,0.4744209986469764,0.0004423558530590021,1.3507499198415247,1642,1645,,0.004480710270822688,0.002610512759817031,0.013030602467748752
62092,231,1,0.002895762112369113,0.0025520105795951275,-0.006782100004888214,-7.269440160939666e-09,-6.307496852442362e-05,1.4709925510478054e-06,2.5383410110714147e-06,0.0008125076173061948,2.3269312951885635,1642,1645,,0.00444238630556975,0.002895762112369113,0.014454449527415838
76136,231,1,0.003575387515508658,0.015292899451761049,0.0035116278880946705,4.0446699467455716e-07,-0.0021852356386671268,0.006944454429893159,0.026784846059432776,0.0005350302373516238,1.2572896066889458,1642,1645,,0.008131067961165047,0.003575387515508658,0.01784685909216189
75183,231,1,0.0018354696945121747,0.013102135338663909,-0.026034471959151873,-1.428055451668797e-10,-0.009969887773965125,9.676245612126361e-09,6.078048341395768e-08,0.00027650396100551864,1.393450848021365,1642,1645,,0.00920094532447624,0.0018354696945121747,0.009161907307614438
87043,231,1,0.007977479008177161,0.005016494927153397,-0.008571283688799225,-3.2961822160615384e-09,-0.0057529144152954625,3.073880024803601e-07,7.090387444668657e-07,-2.1931748854435155e-05,-0.022488768610446897,1642,1645,,0.004832013285641288,0.007977479008177161,0.03982028329853981
18964,231,1,0.002590259804348095,0.006261063299329136,-0.005311874614313483,-1.935787752316287e-09,-0.0019712445452877425,2.040544216936409e-06,6.106155366580134e-06,0.00011252650822705384,0.35839386777089327,1642,1645,,0.007696729688298416,0.002590259804348095,0.012929508071438956
77920,231,1,0.003431231931595478,0.00873902427427674,-0.0015666271964682732,0.0003878590595393083,-0.0004640941253561959,0.1936999449448822,0.9851736654305258,0.0005859850141793022,1.4161447523010178,1642,1645,,0.0034172202350536535,0.003431231931595478,0.017127293903133466
89056,231,1,0.003719246728206735,0.008454355567293315,-0.0030699756480909723,-4.774296513687659e-10,-0.0042078600099377805,2.076237543880994e-07,5.770657234215713e-07,0.0007726965263678617,1.744856746156182,1642,1645,,0.005186509964230966,0.003719246728206735,0.018564944918382228
